NAME,FIELD_NUMBER,LENGTH,WIDTH,LATITUDE,LONGITUDE,LOCATION,Geometry Point
Belgravia,2,150,90,53.50973993533315,-113.5318297530645,"(53.50973993533315, -113.5318297530645)",POINT (-113.5318297530645 53.50973993533315)
Silver Berry E,4,300,195,53.45843852979886,-113.37951787163786,"(53.45843852979886, -113.37951787163786)",POINT (-113.37951787163786 53.45843852979886)
LaPerle W,3,270,170,53.53246766425036,-113.64518644651277,"(53.53246766425036, -113.64518644651277)",POINT (-113.64518644651277 53.53246766425036)
Norwood,1,150,30,53.56080418019695,-113.48774949258969,"(53.56080418019695, -113.48774949258969)",POINT (-113.48774949258969 53.56080418019695)
St. Thomas More,2,270,135,53.534362831085296,-113.60707064272135,"(53.534362831085296, -113.60707064272135)",POINT (-113.60707064272135 53.534362831085296)
Good Shepherd,2,240,150,53.491122216602236,-113.63517415593655,"(53.491122216602236, -113.63517415593655)",POINT (-113.63517415593655 53.491122216602236)
Thorncliffe,4,150,100,53.516923963541174,-113.62274375909719,"(53.516923963541174, -113.62274375909719)",POINT (-113.62274375909719 53.516923963541174)
St. Dominic,7,325,100,53.60782189734623,-113.43274388598134,"(53.60782189734623, -113.43274388598134)",POINT (-113.43274388598134 53.60782189734623)
Hardisty,2,270,180,53.547667088340184,-113.43082283341764,"(53.547667088340184, -113.43082283341764)",POINT (-113.43082283341764 53.547667088340184)
St. Boniface,1,180,90,53.4779660431348,-113.53745010056267,"(53.4779660431348, -113.53745010056267)",POINT (-113.53745010056267 53.4779660431348)
Lawton,1,285,150,53.56888949930545,-113.40438274988485,"(53.56888949930545, -113.40438274988485)",POINT (-113.40438274988485 53.56888949930545)
Glastonbury,3,180,100,53.50419909436958,-113.67308625102159,"(53.50419909436958, -113.67308625102159)",POINT (-113.67308625102159 53.50419909436958)
Dickensfield,1,330,210,53.605344217283346,-113.4789651164001,"(53.605344217283346, -113.4789651164001)",POINT (-113.4789651164001 53.605344217283346)
St. Martin,2,150,100,53.48949238988363,-113.52303380089285,"(53.48949238988363, -113.52303380089285)",POINT (-113.52303380089285 53.48949238988363)
Beacon Heights,1,180,70,53.5757099472917,-113.41258879912169,"(53.5757099472917, -113.41258879912169)",POINT (-113.41258879912169 53.5757099472917)
Overlander,1,300,180,53.582210492982924,-113.38892840509698,"(53.582210492982924, -113.38892840509698)",POINT (-113.38892840509698 53.582210492982924)
Klarvatten,3,180,100,53.634337061393886,-113.47479477026671,"(53.634337061393886, -113.47479477026671)",POINT (-113.47479477026671 53.634337061393886)
Greenview,1,240,160,53.475155367435356,-113.42844186813129,"(53.475155367435356, -113.42844186813129)",POINT (-113.42844186813129 53.475155367435356)
Woodcroft,1,300,180,53.567232926913185,-113.56033669164826,"(53.567232926913185, -113.56033669164826)",POINT (-113.56033669164826 53.567232926913185)
St. Angela,2,165,125,53.596256724823206,-113.5516942584623,"(53.596256724823206, -113.5516942584623)",POINT (-113.5516942584623 53.596256724823206)
Thorncliffe,3,180,100,53.51718454465332,-113.62100713612516,"(53.51718454465332, -113.62100713612516)",POINT (-113.62100713612516 53.51718454465332)
North Edmonton,1,150,90,53.58747789048323,-113.44891282388957,"(53.58747789048323, -113.44891282388957)",POINT (-113.44891282388957 53.58747789048323)
St. Augustine,5,180,90,53.47441472127665,-113.50674533812027,"(53.47441472127665, -113.50674533812027)",POINT (-113.50674533812027 53.47441472127665)
Westminster,1,240,150,53.54759605757889,-113.55824428533535,"(53.54759605757889, -113.55824428533535)",POINT (-113.55824428533535 53.54759605757889)
Ermineskin,4,200,120,53.45728874920691,-113.505938376084,"(53.45728874920691, -113.505938376084)",POINT (-113.505938376084 53.45728874920691)
Rosslyn,1,300,180,53.59473819393725,-113.5155061410643,"(53.59473819393725, -113.5155061410643)",POINT (-113.5155061410643 53.59473819393725)
John Paul I,2,270,210,53.471480522664876,-113.42756238851949,"(53.471480522664876, -113.42756238851949)",POINT (-113.42756238851949 53.471480522664876)
Westbrook,2,240,160,53.47499673068237,-113.53988145342339,"(53.47499673068237, -113.53988145342339)",POINT (-113.53988145342339 53.47499673068237)
Delwood,2,150,90,53.59536875337438,-113.45603471085198,"(53.59536875337438, -113.45603471085198)",POINT (-113.45603471085198 53.59536875337438)
Baturyn,4,240,150,53.63143375061647,-113.50421066029544,"(53.63143375061647, -113.50421066029544)",POINT (-113.50421066029544 53.63143375061647)
Ramsey Heights,1,180,100,53.482883607081305,-113.58021698538515,"(53.482883607081305, -113.58021698538515)",POINT (-113.58021698538515 53.482883607081305)
Prince Charles,2,190,100,53.578395806996745,-113.5392605350072,"(53.578395806996745, -113.5392605350072)",POINT (-113.5392605350072 53.578395806996745)
Evansdale,4,150,90,53.61017606027431,-113.4837271624112,"(53.61017606027431, -113.4837271624112)",POINT (-113.4837271624112 53.61017606027431)
Mother Margaret Mary,3,330,165,53.45991866143055,-113.57964750865088,"(53.45991866143055, -113.57964750865088)",POINT (-113.57964750865088 53.45991866143055)
Coronation,1,280,165,53.55558817137511,-113.55907180847124,"(53.55558817137511, -113.55907180847124)",POINT (-113.55907180847124 53.55558817137511)
S Bruce Smith,3,330,210,53.49077864277227,-113.63739623316138,"(53.49077864277227, -113.63739623316138)",POINT (-113.63739623316138 53.49077864277227)
Afton,2,150,90,53.52651342824867,-113.60797378161155,"(53.52651342824867, -113.60797378161155)",POINT (-113.60797378161155 53.52651342824867)
Brintnell,2,180,100,53.62028060177719,-113.406761232016,"(53.62028060177719, -113.406761232016)",POINT (-113.406761232016 53.62028060177719)
Daly Grove,2,240,180,53.44880612429656,-113.4009741841045,"(53.44880612429656, -113.4009741841045)",POINT (-113.4009741841045 53.44880612429656)
Wellington,1,330,170,53.59201760389402,-113.54308855349132,"(53.59201760389402, -113.54308855349132)",POINT (-113.54308855349132 53.59201760389402)
St. William,,150,100,53.59822115915079,-113.4332966754193,"(53.59822115915079, -113.4332966754193)",POINT (-113.4332966754193 53.59822115915079)
McKernan,2,150,80,53.512895862378166,-113.52304725524895,"(53.512895862378166, -113.52304725524895)",POINT (-113.52304725524895 53.512895862378166)
Kensington,2,180,100,53.596245128598376,-113.52973618353957,"(53.596245128598376, -113.52973618353957)",POINT (-113.52973618353957 53.596245128598376)
Weinlos,1,195,90,53.46029745397158,-113.41373995998924,"(53.46029745397158, -113.41373995998924)",POINT (-113.41373995998924 53.46029745397158)
St. Bonaventure,2,240,180,53.605095824125684,-113.38822713040204,"(53.605095824125684, -113.38822713040204)",POINT (-113.38822713040204 53.605095824125684)
Aldergrove,1,180,100,53.51828549316601,-113.63445839088939,"(53.51828549316601, -113.63445839088939)",POINT (-113.63445839088939 53.51828549316601)
Keheewin,6,180,90,53.44986103899933,-113.50436681520155,"(53.44986103899933, -113.50436681520155)",POINT (-113.50436681520155 53.44986103899933)
Kiniski Gardens,3,270,180,53.47850601366912,-113.40769662204954,"(53.47850601366912, -113.40769662204954)",POINT (-113.40769662204954 53.47850601366912)
Vernon Barford,5,330,170,53.47371290895666,-113.54093204828688,"(53.47371290895666, -113.54093204828688)",POINT (-113.54093204828688 53.47371290895666)
Club Soccer,3,330,210,53.42753919120543,-113.41458723913145,"(53.42753919120543, -113.41458723913145)",POINT (-113.41458723913145 53.42753919120543)
The Hamptons,4,300,195,53.491517859150576,-113.68856326682906,"(53.491517859150576, -113.68856326682906)",POINT (-113.68856326682906 53.491517859150576)
Ellerslie Park,1,300,160,53.42927074696167,-113.4573040548799,"(53.42927074696167, -113.4573040548799)",POINT (-113.4573040548799 53.42927074696167)
Carlisle Park,4,180,125,53.60418487464465,-113.52532914803119,"(53.60418487464465, -113.52532914803119)",POINT (-113.52532914803119 53.60418487464465)
Herb Link,1,180,100,53.624808516923665,-113.53249287108294,"(53.624808516923665, -113.53249287108294)",POINT (-113.53249287108294 53.624808516923665)
George Luck,1,240,150,53.47278114917413,-113.57694523950614,"(53.47278114917413, -113.57694523950614)",POINT (-113.57694523950614 53.47278114917413)
Jackson Heights,2,150,90,53.482915321197666,-113.40702719140663,"(53.482915321197666, -113.40702719140663)",POINT (-113.40702719140663 53.482915321197666)
Archbishop MacDonald,2,240,135,53.55396683291074,-113.5678558099355,"(53.55396683291074, -113.5678558099355)",POINT (-113.5678558099355 53.55396683291074)
Weinlos,4,330,210,53.46133225815137,-113.41252450441358,"(53.46133225815137, -113.41252450441358)",POINT (-113.41252450441358 53.46133225815137)
Steele Heights,2,300,155,53.60947661520409,-113.42804022845958,"(53.60947661520409, -113.42804022845958)",POINT (-113.42804022845958 53.60947661520409)
Horse Hills,1,150,100,53.65748644032531,-113.3420966468815,"(53.65748644032531, -113.3420966468815)",POINT (-113.3420966468815 53.65748644032531)
Ottewell,1,300,200,53.531158901067336,-113.4383899704807,"(53.531158901067336, -113.4383899704807)",POINT (-113.4383899704807 53.531158901067336)
Sherwood,1,240,150,53.53258743649585,-113.58367741684859,"(53.53258743649585, -113.58367741684859)",POINT (-113.58367741684859 53.53258743649585)
Pollard Meadows,5,150,90,53.448625081203595,-113.41092476695754,"(53.448625081203595, -113.41092476695754)",POINT (-113.41092476695754 53.448625081203595)
Elmwood,6,180,100,53.51536651343019,-113.60627670505141,"(53.51536651343019, -113.60627670505141)",POINT (-113.60627670505141 53.51536651343019)
Lady Of Fatima,1,240,40,53.53735827146839,-113.59290068770133,"(53.53735827146839, -113.59290068770133)",POINT (-113.59290068770133 53.53735827146839)
James McCrie Douglas,1,330,210,53.43869404373467,-113.61575743710155,"(53.43869404373467, -113.61575743710155)",POINT (-113.61575743710155 53.43869404373467)
McArthur,1,300,160,53.59787859684862,-113.54765566340008,"(53.59787859684862, -113.54765566340008)",POINT (-113.54765566340008 53.59787859684862)
RJ Scott,2,180,120,53.56927302025396,-113.40220981160239,"(53.56927302025396, -113.40220981160239)",POINT (-113.40220981160239 53.56927302025396)
Norwood,2,100,65,53.56093597282854,-113.48736080957666,"(53.56093597282854, -113.48736080957666)",POINT (-113.48736080957666 53.56093597282854)
St. Benedict,5,240,150,53.525740583843906,-113.63426458242606,"(53.525740583843906, -113.63426458242606)",POINT (-113.63426458242606 53.525740583843906)
Johnny Bright,1,270,195,53.41958674428372,-113.53355653876187,"(53.41958674428372, -113.53355653876187)",POINT (-113.53355653876187 53.41958674428372)
M Lavallee,3,235,110,53.526229467333614,-113.47500167825149,"(53.526229467333614, -113.47500167825149)",POINT (-113.47500167825149 53.526229467333614)
St. Gabriel,1,240,130,53.55157021273102,-113.42295814159485,"(53.55157021273102, -113.42295814159485)",POINT (-113.42295814159485 53.55157021273102)
Delwood,1,180,120,53.59582000977019,-113.45633037967337,"(53.59582000977019, -113.45633037967337)",POINT (-113.45633037967337 53.59582000977019)
Eaux Claires,2,180,120,53.62170568511159,-113.483290180524,"(53.62170568511159, -113.483290180524)",POINT (-113.483290180524 53.62170568511159)
St. Kateri,2,180,90,53.47536545671099,-113.4015572576438,"(53.47536545671099, -113.4015572576438)",POINT (-113.4015572576438 53.47536545671099)
M A Kostek,2,180,100,53.489478674593016,-113.64855276591081,"(53.489478674593016, -113.64855276591081)",POINT (-113.64855276591081 53.489478674593016)
M Butterworth,2,300,180,53.624627670917405,-113.50463954236251,"(53.624627670917405, -113.50463954236251)",POINT (-113.50463954236251 53.624627670917405)
St. Leo,1,180,100,53.576596822379116,-113.4260521752266,"(53.576596822379116, -113.4260521752266)",POINT (-113.4260521752266 53.576596822379116)
Leger,1,300,180,53.46119134961283,-113.58617424008267,"(53.46119134961283, -113.58617424008267)",POINT (-113.58617424008267 53.46119134961283)
Corpus Christi,3,240,180,53.42178392739537,-113.42971606839527,"(53.42178392739537, -113.42971606839527)",POINT (-113.42971606839527 53.42178392739537)
Lynnwood,3,150,75,53.517012432057214,-113.58806306917195,"(53.517012432057214, -113.58806306917195)",POINT (-113.58806306917195 53.517012432057214)
Edith Rogers,1,330,195,53.47597031506527,-113.45563402688481,"(53.47597031506527, -113.45563402688481)",POINT (-113.45563402688481 53.47597031506527)
Our Lady Prair,3,240,130,53.49944687420623,-113.62717083313288,"(53.49944687420623, -113.62717083313288)",POINT (-113.62717083313288 53.49944687420623)
Allendale,1,240,190,53.50239464150745,-113.5041834527893,"(53.50239464150745, -113.5041834527893)",POINT (-113.5041834527893 53.50239464150745)
Club Soccer,4,330,210,53.427535796363884,-113.41339706390065,"(53.427535796363884, -113.41339706390065)",POINT (-113.41339706390065 53.427535796363884)
Holy Cross,3,180,100,53.547696581388166,-113.58132846236325,"(53.547696581388166, -113.58132846236325)",POINT (-113.58132846236325 53.547696581388166)
Lago Lindo,4,150,85,53.634185846397216,-113.48808953071244,"(53.634185846397216, -113.48808953071244)",POINT (-113.48808953071244 53.634185846397216)
Crawford Plains,3,150,90,53.44261774210231,-113.40499472248366,"(53.44261774210231, -113.40499472248366)",POINT (-113.40499472248366 53.44261774210231)
Edm Chinese,1,300,190,53.50232993707529,-113.46678794034285,"(53.50232993707529, -113.46678794034285)",POINT (-113.46678794034285 53.50232993707529)
LaPerle W,1,240,150,53.53252834611734,-113.64171866414178,"(53.53252834611734, -113.64171866414178)",POINT (-113.64171866414178 53.53252834611734)
Callingwood Park,2,330,210,53.50901955131879,-113.62853277040826,"(53.50901955131879, -113.62853277040826)",POINT (-113.62853277040826 53.50901955131879)
Greenfield,5,150,90,53.47202180102349,-113.52585141640748,"(53.47202180102349, -113.52585141640748)",POINT (-113.52585141640748 53.47202180102349)
Brookside,1,240,140,53.49185637712339,-113.56977045451009,"(53.49185637712339, -113.56977045451009)",POINT (-113.56977045451009 53.49185637712339)
Greenfield,4,180,90,53.472130589486774,-113.52572488189288,"(53.472130589486774, -113.52572488189288)",POINT (-113.52572488189288 53.472130589486774)
Queen Alexandra,1,300,150,53.51408632142894,-113.50601463415047,"(53.51408632142894, -113.50601463415047)",POINT (-113.50601463415047 53.51408632142894)
St. Matthew,2,170,100,53.59128621447842,-113.47540215750581,"(53.59128621447842, -113.47540215750581)",POINT (-113.47540215750581 53.59128621447842)
Belmead,2,200,100,53.52566464640781,-113.6354385062591,"(53.52566464640781, -113.6354385062591)",POINT (-113.6354385062591 53.52566464640781)
Katherine Therrien,5,330,195,53.61127402131147,-113.53041573134867,"(53.61127402131147, -113.53041573134867)",POINT (-113.53041573134867 53.61127402131147)
